Code Officiel du département;Nom Officiel du département;Nom Officiel Commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;Nom Prénom;Code Officiel Commune;Localisation;Nom du bureau;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
34;Hérault;Montpellier;0019;1294;817;63,14;477;36,86;11;0,85;2,31;6;0,46;1,26;460;35,55;96,44;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;201;15,53;43,70;DELAFOSSE Michaël;34172;43.641991, 3.856878;ECOLE ELEMENT.DOCTEUR CALMETTE;76;Occitanie;FXX
34;Hérault;Marsillargues;0004;1200;581;48,42;619;51,58;12;1,00;1,94;11;0,92;1,78;596;49,67;96,28;5;LDIV;M;GARNIER;Francis;AGIR POUR MARSILLARGUES;262;21,83;43,96;GARNIER Francis;34151;43.664295, 4.174453;Salle Jean Moulin-Sud;76;Occitanie;FXX
34;Hérault;Montpellier;0040;791;570;72,06;221;27,94;8;1,01;3,62;2;0,25;0,90;211;26,68;95,48;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;48;6,07;22,75;ALTRAD Mohed;34172;43.604919, 3.885781;ECOLE ELEMENTAIRE JULES SIMON;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0009;1214;709;58,40;505;41,60;9;0,74;1,78;2;0,16;0,40;494;40,69;97,82;3;LDVC;M;LAFFORGUE;Frédéric;POUR REUNIR POUR REUSSIR FREDERIC LAFFORGUE;239;19,69;48,38;LAFFORGUE Frédéric;34057;43.641992, 3.922809;ECOLE SAINT EXUPERY;76;Occitanie;FXX
34;Hérault;Sète;0005;1090;512;46,97;578;53,03;3;0,28;0,52;12;1,10;2,08;563;51,65;97,40;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;41;3,76;7,28;PACULL Sébastien;34301;43.407114, 3.686958;MEDIATHEQUE FRANCOIS MITTERRAND II;76;Occitanie;FXX
34;Hérault;Agde;0008;1129;623;55,18;506;44,82;9;0,80;1,78;1;0,09;0,20;496;43,93;98,02;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;270;23,91;54,44;D'ETTORE Gilles;34003;43.307252, 3.476775;ECOLE ELEMENTAIRE ALBERT CAMUS;76;Occitanie;FXX
34;Hérault;Montpellier;0007;1119;716;63,99;403;36,01;14;1,25;3,47;0;0,00;0,00;389;34,76;96,53;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;58;5,18;14,91;ALTRAD Mohed;34172;43.61333, 3.880353;MAISON RELATIONS INTERNATION.;76;Occitanie;FXX
34;Hérault;Montpellier;0030;902;509;56,43;393;43,57;11;1,22;2,80;3;0,33;0,76;379;42,02;96,44;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;168;18,63;44,33;DELAFOSSE Michaël;34172;43.636338, 3.873792;ECOLE MATERNELLE TERESA;76;Occitanie;FXX
34;Hérault;Montpellier;0017;1240;799;64,44;441;35,56;7;0,56;1,59;1;0,08;0,23;433;34,92;98,19;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;215;17,34;49,65;DELAFOSSE Michaël;34172;43.641991, 3.856878;ECOLE ELEMENT.DOCTEUR CALMETTE;76;Occitanie;FXX
34;Hérault;Montpellier;0067;1226;775;63,21;451;36,79;18;1,47;3,99;8;0,65;1,77;425;34,67;94,24;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;250;20,39;58,82;DELAFOSSE Michaël;34172;43.61679, 3.846239;ECOLE ELEM.CHARLES BAUDELAIRE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;15;NC;F;SAINT-PIERRE;Chantal;;239;34,89;49,18;SAINT-PIERRE Chantal;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Frontignan;0009;900;418;46,44;482;53,56;6;0,67;1,24;13;1,44;2,70;463;51,44;96,06;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;195;21,67;42,12;PRATO Gérard;34108;43.443194, 3.755072;09 - Centre Culturel François-Villon;76;Occitanie;FXX
34;Hérault;Montpellier;0075;1980;1351;68,23;629;31,77;16;0,81;2,54;7;0,35;1,11;606;30,61;96,34;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;167;8,43;27,56;SAUREL Philippe;34172;43.593114, 3.854093;ECOLE PRIM. OLYMPE DE GOUGES;76;Occitanie;FXX
34;Hérault;Montpellier;0119;1066;765;71,76;301;28,24;10;0,94;3,32;1;0,09;0,33;290;27,20;96,35;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;77;7,22;26,55;DELAFOSSE Michaël;34172;43.633838, 3.817125;ECOLE MAT. NICOLAS COPERNIC;76;Occitanie;FXX
34;Hérault;Frontignan;0004;1279;678;53,01;601;46,99;8;0,63;1,33;6;0,47;1,00;587;45,90;97,67;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;252;19,70;42,93;PRATO Gérard;34108;43.445491, 3.760962;04 - SALLE de L'AIRE;76;Occitanie;FXX
34;Hérault;Lunel;0003;1107;638;57,63;469;42,37;5;0,45;1,07;3;0,27;0,64;461;41,64;98,29;5;LDIV;M;SOUJOL;Pierre;MON PARTI C'EST LUNEL;207;18,70;44,90;SOUJOL Pierre;34145;43.676045, 4.129694;CENTRE DE LOISIRS LE LAVOIR;76;Occitanie;FXX
34;Hérault;Montpellier;0059;981;668;68,09;313;31,91;7;0,71;2,24;7;0,71;2,24;299;30,48;95,53;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;138;14,07;46,15;DELAFOSSE Michaël;34172;43.595438, 3.863407;ECOLE ELEMENTAIRE VOLTAIRE;76;Occitanie;FXX
34;Hérault;Montpellier;0131;1631;1038;63,64;593;36,36;18;1,10;3,04;5;0,31;0,84;570;34,95;96,12;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;267;16,37;46,84;DELAFOSSE Michaël;34172;43.610476, 3.87048;ECOLE PRIMAIRE F. MITTERRAND;76;Occitanie;FXX
34;Hérault;Bédarieux;0003;1069;419;39,20;650;60,80;4;0,37;0,62;4;0,37;0,62;642;60,06;98,77;2;LECO;F;CAUSSE;Florence;BED@IMPULSION;59;5,52;9,19;CAUSSE Florence;34028;43.617661, 3.15498;Maison des Arts;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;23;NC;M;ESCUDERO;José-Luis;;0;0,00;0,00;ESCUDERO José-Luis;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0005;982;520;52,95;462;47,05;4;0,41;0,87;5;0,51;1,08;453;46,13;98,05;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;244;24,85;53,86;RIO François;34270;43.574601, 3.831098;SALLE DES GRANGES;76;Occitanie;FXX
34;Hérault;Montpellier;0022;1111;673;60,58;438;39,42;10;0,90;2,28;9;0,81;2,05;419;37,71;95,66;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;67;6,03;15,99;ALTRAD Mohed;34172;43.614009, 3.891747;ECOLE MATERN.VASCO DE GAMA;76;Occitanie;FXX
34;Hérault;Mons;0001;550;244;44,36;306;55,64;5;0,91;1,63;14;2,55;4,58;287;52,18;93,79;11;NC;M;AZEMA;Damien;;188;34,18;65,51;AZEMA Damien;34160;43.569624, 2.958274;Bureau 1;76;Occitanie;FXX
34;Hérault;Frontignan;0002;917;468;51,04;449;48,96;4;0,44;0,89;4;0,44;0,89;441;48,09;98,22;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;297;32,39;67,35;ARROUY Michel;34108;43.445491, 3.760962;02 - SALLE de l'AIRE;76;Occitanie;FXX
34;Hérault;Grabels;0003;1007;555;55,11;452;44,89;11;1,09;2,43;4;0,40;0,88;437;43,40;96,68;1;LDVG;M;REVOL;René;Une équipe, une volonté, une vision;224;22,24;51,26;REVOL René;34116;43.646563, 3.801335;BUREAU N° 3 - HALL B;76;Occitanie;FXX
34;Hérault;Montpellier;0134;1149;746;64,93;403;35,07;12;1,04;2,98;2;0,17;0,50;389;33,86;96,53;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;138;12,01;35,48;SAUREL Philippe;34172;43.622122, 3.870471;ECOLE ELEM CHARLES DAVILER;76;Occitanie;FXX
34;Hérault;Montpellier;0122;1598;1036;64,83;562;35,17;19;1,19;3,38;6;0,38;1,07;537;33,60;95,55;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;126;7,88;23,46;ALTRAD Mohed;34172;43.604338, 3.90765;ECOLE PRIM. M. DE L HOSPITAL;76;Occitanie;FXX
34;Hérault;Montpellier;0088;693;513;74,03;180;25,97;7;1,01;3,89;0;0,00;0,00;173;24,96;96,11;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;40;5,77;23,12;DELAFOSSE Michaël;34172;43.623311, 3.81757;ECOLE ELEMENT.SIMON BOLIVAR;76;Occitanie;FXX
34;Hérault;Montpellier;0047;1393;847;60,80;546;39,20;14;1,01;2,56;8;0,57;1,47;524;37,62;95,97;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;253;18,16;48,28;SAUREL Philippe;34172;43.611058, 3.868124;ECOLE ELEMENTAIRE JEAN MACE;76;Occitanie;FXX
34;Hérault;Mauguio;0004;1221;742;60,77;479;39,23;5;0,41;1,04;5;0,41;1,04;469;38,41;97,91;3;LDIV;M;BOURGUET;Daniel;ALTERNATIVE CITOYENNE;141;11,55;30,06;BOURGUET Daniel;34154;43.619589, 4.000647;JEAN MONNET -A-;76;Occitanie;FXX
34;Hérault;Montpellier;0070;786;485;61,70;301;38,30;2;0,25;0,66;2;0,25;0,66;297;37,79;98,67;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;44;5,60;14,81;ALTRAD Mohed;34172;43.610934, 3.854371;ECOLE ELEMENT. PAUL LANGEVIN;76;Occitanie;FXX
34;Hérault;Frontignan;0013;973;485;49,85;488;50,15;9;0,92;1,84;6;0,62;1,23;473;48,61;96,93;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;178;18,29;37,63;PRATO Gérard;34108;43.448318, 3.753468;13 - Maison des Séniors-Rest. scolaire;76;Occitanie;FXX
34;Hérault;Montpellier;0030;902;509;56,43;393;43,57;11;1,22;2,80;3;0,33;0,76;379;42,02;96,44;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;70;7,76;18,47;ALTRAD Mohed;34172;43.636338, 3.873792;ECOLE MATERNELLE TERESA;76;Occitanie;FXX
34;Hérault;Montpellier;0054;1197;812;67,84;385;32,16;17;1,42;4,42;4;0,33;1,04;364;30,41;94,55;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;145;12,11;39,84;DELAFOSSE Michaël;34172;43.597075, 3.870132;MAISON POUR TOUS ALBERT CAMUS;76;Occitanie;FXX
34;Hérault;Montpellier;0020;1064;650;61,09;414;38,91;14;1,32;3,38;7;0,66;1,69;393;36,94;94,93;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;53;4,98;13,49;ALTRAD Mohed;34172;43.608964, 3.88896;ECOLE ELEMENTAIRE PERICLES;76;Occitanie;FXX
34;Hérault;Assas;0001;1285;296;23,04;989;76,96;18;1,40;1,82;15;1,17;1,52;956;74,40;96,66;3;LNC;M;DUSFOUR;Nicolas;ENSEMBLE UN AVENIR POUR ASSAS;447;34,79;46,76;DUSFOUR Nicolas;34014;43.702068, 3.901475;BUREAU 01;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;31;NC;M;PICAUT;Laurent;;172;34,33;42,57;PICAUT Laurent;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Lunel;0016;1216;706;58,06;510;41,94;5;0,41;0,98;8;0,66;1,57;497;40,87;97,45;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;88;7,24;17,71;PLANE Julia;34145;43.688161, 4.124309;ECOLE CAMILLE CLAUDEL;76;Occitanie;FXX
34;Hérault;La Livinière;0001;418;173;41,39;245;58,61;4;0,96;1,63;8;1,91;3,27;233;55,74;95,10;24;NC;M;HICKETHIER;Philippe;;0;0,00;0,00;HICKETHIER Philippe;34141;43.315295, 2.637422;MAIRIE DE LA LIVINIERE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;16;NC;M;BRESSON;Vincent;;247;36,06;50,82;BRESSON Vincent;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Pérols;0008;872;402;46,10;470;53,90;5;0,57;1,06;4;0,46;0,85;461;52,87;98,09;2;LDVD;F;GIANIEL;Isabelle;UNIR PEROLS;188;21,56;40,78;GIANIEL Isabelle;34198;43.563846, 3.953727;SALLE YVES ABRIC (8);76;Occitanie;FXX
34;Hérault;Montpellier;0115;1407;855;60,77;552;39,23;17;1,21;3,08;3;0,21;0,54;532;37,81;96,38;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;167;11,87;31,39;SAUREL Philippe;34172;43.60853, 3.837255;ECOLE ELEMENT.BARUCH SPINOZA;76;Occitanie;FXX
34;Hérault;Montpellier;0105;1184;817;69,00;367;31,00;8;0,68;2,18;4;0,34;1,09;355;29,98;96,73;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;60;5,07;16,90;ALTRAD Mohed;34172;43.612686, 3.830926;ECOLE ELEMENTAIRE LEO MALET;76;Occitanie;FXX
34;Hérault;Montpellier;0117;1471;960;65,26;511;34,74;18;1,22;3,52;5;0,34;0,98;488;33,17;95,50;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;182;12,37;37,30;SAUREL Philippe;34172;43.604577, 3.894131;ECOLE G. DE GAULLE-ANTHONIOZ;76;Occitanie;FXX
34;Hérault;Frontignan;0018;955;506;52,98;449;47,02;11;1,15;2,45;6;0,63;1,34;432;45,24;96,21;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;193;20,21;44,68;PRATO Gérard;34108;43.427625, 3.727012;18 - Salle Bouvier-Donnat;76;Occitanie;FXX
34;Hérault;Agde;0005;904;411;45,46;493;54,54;9;1,00;1,83;2;0,22;0,41;482;53,32;97,77;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;151;16,70;31,33;NADAL Thierry;34003;43.285834, 3.445679;MAISON DES SERVICES PUBLICS DU GRAU D'AGDE 1ER ETAGE;76;Occitanie;FXX
34;Hérault;Montpellier;0069;1534;956;62,32;578;37,68;21;1,37;3,63;8;0,52;1,38;549;35,79;94,98;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;316;20,60;57,56;DELAFOSSE Michaël;34172;43.610934, 3.854371;ECOLE ELEMENT. PAUL LANGEVIN;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;3;NC;F;SAUR;Séverine;;152;48,25;53,71;SAUR Séverine;34044;;;76;Occitanie;FXX
34;Hérault;La Livinière;0001;418;173;41,39;245;58,61;4;0,96;1,63;8;1,91;3,27;233;55,74;95,10;23;NC;M;COLIN;Loris;;0;0,00;0,00;COLIN Loris;34141;43.315295, 2.637422;MAIRIE DE LA LIVINIERE;76;Occitanie;FXX
34;Hérault;Saint-Nazaire-de-Ladarez;0001;288;41;14,24;247;85,76;4;1,39;1,62;3;1,04;1,21;240;83,33;97,17;16;NC;F;BERGERE;Nicole;;95;32,99;39,58;BERGERE Nicole;34279;43.510442, 3.075605;Mairie;76;Occitanie;FXX
34;Hérault;Saint-Nazaire-de-Ladarez;0001;288;41;14,24;247;85,76;4;1,39;1,62;3;1,04;1,21;240;83,33;97,17;22;NC;M;IBIZA;Michel;;0;0,00;0,00;IBIZA Michel;34279;43.510442, 3.075605;Mairie;76;Occitanie;FXX
34;Hérault;Agde;0020;1018;487;47,84;531;52,16;10;0,98;1,88;2;0,20;0,38;519;50,98;97,74;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;274;26,92;52,79;D'ETTORE Gilles;34003;43.316761, 3.474952;MOULIN DES EVEQUES;76;Occitanie;FXX
34;Hérault;Sète;0015;1092;503;46,06;589;53,94;7;0,64;1,19;13;1,19;2,21;569;52,11;96,60;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;297;27,20;52,20;COMMEINHES François;34301;43.396208, 3.669161;ECOLE LANGEVIN IV (Primaire);76;Occitanie;FXX
34;Hérault;Sète;0019;1326;748;56,41;578;43,59;6;0,45;1,04;14;1,06;2,42;558;42,08;96,54;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;199;15,01;35,66;CALUEBA Véronique;34301;43.410007, 3.674174;ECOLE AGNES VARDA II;76;Occitanie;FXX
34;Hérault;Montpellier;0066;1022;813;79,55;209;20,45;5;0,49;2,39;1;0,10;0,48;203;19,86;97,13;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;78;7,63;38,42;SAUREL Philippe;34172;43.619674, 3.842462;ECOLE ELEMENTAIRE JULIE DAUBIE;76;Occitanie;FXX
34;Hérault;Frontignan;0014;1043;608;58,29;435;41,71;8;0,77;1,84;7;0,67;1,61;420;40,27;96,55;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;216;20,71;51,43;PRATO Gérard;34108;43.443194, 3.755072;14 - Salle polyvalente Capitainerie;76;Occitanie;FXX
34;Hérault;Montpellier;0106;947;584;61,67;363;38,33;9;0,95;2,48;3;0,32;0,83;351;37,06;96,69;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;212;22,39;60,40;DELAFOSSE Michaël;34172;43.612686, 3.830926;ECOLE ELEMENTAIRE LEO MALET;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Minervois;0002;40;23;57,50;17;42,50;5;12,50;29,41;0;0,00;0,00;12;30,00;70,59;8;NC;M;CARRASCO;Jean-Manuel;;3;7,50;25,00;CARRASCO Jean-Manuel;34269;43.388095, 2.831728;Ancienne Ecole;76;Occitanie;FXX
34;Hérault;Saint-Mathieu-de-Tréviers;0004;1067;382;35,80;685;64,20;17;1,59;2,48;7;0,66;1,02;661;61,95;96,50;2;LSOC;M;LOPEZ;Jérôme;SAINT MATHIEU DE TREVIERS, NATURELLEMENT !;285;26,71;43,12;LOPEZ Jérôme;34276;43.768456, 3.864662;LE GALION;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;38;NC;M;DIOGO;Manuello;;0;0,00;0,00;DIOGO Manuello;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0012;826;461;55,81;365;44,19;5;0,61;1,37;7;0,85;1,92;353;42,74;96,71;2;LDVG;F;BORNE;Mathilde;Ensemble pour Castelnau;142;17,19;40,23;BORNE Mathilde;34057;43.645141, 3.917457;PALAIS DES SPORTS - COURSIVE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;38;NC;F;CLICOTEAUX;Lydia;;0;0,00;0,00;CLICOTEAUX Lydia;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Mèze;0006;994;364;36,62;630;63,38;6;0,60;0,95;6;0,60;0,95;618;62,17;98,10;1;LDVD;M;ARMENTIER;Joël;UNION DES DROITES POUR LE RASSEMBLEMENT MEZOIS;43;4,33;6,96;ARMENTIER Joël;34157;43.42174, 3.59419;ENSEMBLE SCOLAIRE JULES VERNE;76;Occitanie;FXX
34;Hérault;Ferrals-les-Montagnes;0001;143;32;22,38;111;77,62;3;2,10;2,70;6;4,20;5,41;102;71,33;91,89;13;NC;M;BOUDON;Jean-François;;56;39,16;54,90;BOUDON Jean-François;34098;43.415316, 2.637714;Mairie FERRALS;76;Occitanie;FXX
34;Hérault;Montpellier;0120;1362;1008;74,01;354;25,99;15;1,10;4,24;6;0,44;1,69;333;24,45;94,07;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;157;11,53;47,15;DELAFOSSE Michaël;34172;43.633718, 3.831416;ECOLE MATERNELLE M. YOURCENAR;76;Occitanie;FXX
34;Hérault;Montpellier;0128;995;644;64,72;351;35,28;13;1,31;3,70;4;0,40;1,14;334;33,57;95,16;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;65;6,53;19,46;ALTRAD Mohed;34172;43.584369, 3.85677;ECOLE PRIMAIRE BEETHOVEN;76;Occitanie;FXX
34;Hérault;Agde;0013;1028;520;50,58;508;49,42;14;1,36;2,76;8;0,78;1,57;486;47,28;95,67;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;177;17,22;36,42;NADAL Thierry;34003;43.299488, 3.462967;MÉDIATHÈQUE - ANCIEN CENTRE DES MOYENS TECHNIQUES;76;Occitanie;FXX
34;Hérault;Azillanet;0001;342;107;31,29;235;68,71;3;0,88;1,28;3;0,88;1,28;229;66,96;97,45;5;NC;F;SEGUIN;Cécile;;0;0,00;0,00;SEGUIN Cécile;34020;43.322713, 2.737235;MAIRIE;76;Occitanie;FXX
34;Hérault;Lunel;0001;1231;702;57,03;529;42,97;9;0,73;1,70;3;0,24;0,57;517;42,00;97,73;2;LDVD;M;ARNAUD;Claude;BIEN VIVRE À LUNEL;200;16,25;38,68;ARNAUD Claude;34145;43.6789, 4.132552;HOTEL DE VILLE;76;Occitanie;FXX
34;Hérault;Montpellier;0037;879;509;57,91;370;42,09;10;1,14;2,70;4;0,46;1,08;356;40,50;96,22;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;153;17,41;42,98;DELAFOSSE Michaël;34172;43.610343, 3.89858;ECOLE ELEMENT. PAUL PAINLEVE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;18;NC;F;BAILLE;Marie-Odile;;171;34,13;42,33;BAILLE Marie-Odile;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Saint-Mathieu-de-Tréviers;0002;995;364;36,58;631;63,42;11;1,11;1,74;10;1,01;1,58;610;61,31;96,67;2;LSOC;M;LOPEZ;Jérôme;SAINT MATHIEU DE TREVIERS, NATURELLEMENT !;353;35,48;57,87;LOPEZ Jérôme;34276;43.768456, 3.864662;LE GALION;76;Occitanie;FXX
34;Hérault;Frontignan;0008;944;471;49,89;473;50,11;6;0,64;1,27;5;0,53;1,06;462;48,94;97,67;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;175;18,54;37,88;PRATO Gérard;34108;43.447076, 3.747943;08-Groupe scolaire des Terres-Blanches;76;Occitanie;FXX
34;Hérault;Montpellier;0086;1251;861;68,82;390;31,18;9;0,72;2,31;5;0,40;1,28;376;30,06;96,41;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;113;9,03;30,05;SAUREL Philippe;34172;43.612888, 3.830471;MAISON POUR TOUS MARIE CURIE;76;Occitanie;FXX
34;Hérault;Agde;0018;912;397;43,53;515;56,47;8;0,88;1,55;3;0,33;0,58;504;55,26;97,86;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;303;33,22;60,12;D'ETTORE Gilles;34003;43.295156, 3.479813;GROUPE SCOLAIRE DU LITTORAL (ELEMENTAIRE 1);76;Occitanie;FXX
34;Hérault;Sète;0007;1154;479;41,51;675;58,49;9;0,78;1,33;11;0,95;1,63;655;56,76;97,04;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;85;7,37;12,98;PACULL Sébastien;34301;43.407114, 3.686958;GYMNASE VINCENT FERRARI I;76;Occitanie;FXX
34;Hérault;Montpellier;0032;931;632;67,88;299;32,12;5;0,54;1,67;2;0,21;0,67;292;31,36;97,66;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;61;6,55;20,89;ALTRAD Mohed;34172;43.619104, 3.891048;ECOLE ELEMENTAIRE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0116;1118;779;69,68;339;30,32;13;1,16;3,83;4;0,36;1,18;322;28,80;94,99;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;127;11,36;39,44;SAUREL Philippe;34172;43.604338, 3.90765;ECOLE PRIM. M. DE L HOSPITAL;76;Occitanie;FXX
34;Hérault;Minerve;0001;112;22;19,64;90;80,36;0;0,00;0,00;3;2,68;3,33;87;77,68;96,67;4;NC;M;CALVEL;Vincent;;47;41,96;54,02;CALVEL Vincent;34158;43.241869, 2.970197;Mairie;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;32;NC;M;ANTON;Yannick;;0;0,00;0,00;ANTON Yannick;34044;;;76;Occitanie;FXX
34;Hérault;Montpellier;0063;795;481;60,50;314;39,50;9;1,13;2,87;5;0,63;1,59;300;37,74;95,54;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;94;11,82;31,33;SAUREL Philippe;34172;43.600178, 3.869358;ECOLE ELEMENTAIRE MARIE CURIE;76;Occitanie;FXX
34;Hérault;Lunel;0001;1231;702;57,03;529;42,97;9;0,73;1,70;3;0,24;0,57;517;42,00;97,73;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;76;6,17;14,70;PLANE Julia;34145;43.6789, 4.132552;HOTEL DE VILLE;76;Occitanie;FXX
34;Hérault;Montpellier;0066;1022;813;79,55;209;20,45;5;0,49;2,39;1;0,10;0,48;203;19,86;97,13;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;47;4,60;23,15;ALTRAD Mohed;34172;43.619674, 3.842462;ECOLE ELEMENTAIRE JULIE DAUBIE;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0009;879;470;53,47;409;46,53;3;0,34;0,73;4;0,46;0,98;402;45,73;98,29;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;152;17,29;37,81;RIO François;34270;43.574601, 3.831098;CHATEAU DU TERRAL;76;Occitanie;FXX
