Code Officiel du département;Nom Officiel du département;Nom Officiel Commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;Nom Prénom;Code Officiel Commune;Localisation;Nom du bureau;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
34;Hérault;Riols;0001;696;176;25,29;520;74,71;1;0,14;0,19;0;0,00;0,00;519;74,57;99,81;11;NC;M;GAYRAUD;Christian;;0;0,00;0,00;GAYRAUD Christian;34229;43.506401, 2.795077;MAIRIE;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0007;985;414;42,03;571;57,97;4;0,41;0,70;7;0,71;1,23;560;56,85;98,07;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;291;29,54;51,96;RIO François;34270;43.574601, 3.831098;GROUPE SCOLAIRE RENE CASSIN;76;Occitanie;FXX
34;Hérault;Pézenas;0006;901;323;35,85;578;64,15;15;1,66;2,60;7;0,78;1,21;556;61,71;96,19;5;LDVG;M;RIVIERE;Armand;LE PRINTEMPS DE PEZENAS;296;32,85;53,24;RIVIERE Armand;34199;43.45434, 3.426489;ATELIERS MUNICIPAUX;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;36;NC;M;CARPENTIER;Thomas;;0;0,00;0,00;CARPENTIER Thomas;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0033;1008;576;57,14;432;42,86;10;0,99;2,31;4;0,40;0,93;418;41,47;96,76;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;245;24,31;58,61;DELAFOSSE Michaël;34172;43.619104, 3.891048;ECOLE ELEMENTAIRE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;9;NC;F;GRAMOND;Elisabeth;;0;0,00;0,00;GRAMOND Elisabeth;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;12;NC;F;MÉNARD;Virginie;;106;19,89;39,41;MÉNARD Virginie;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Lunel;0006;1083;594;54,85;489;45,15;5;0,46;1,02;10;0,92;2,04;474;43,77;96,93;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;85;7,85;17,93;PLANE Julia;34145;43.67095, 4.126253;ECOLE MARIO ROUSTAN;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0001;936;449;47,97;487;52,03;7;0,75;1,44;6;0,64;1,23;474;50,64;97,33;3;LRN;M;THÉOL;Gerard;POUR SAINT-JEAN-DE-VÉDAS ET TOUS LES VÉDASIENS;41;4,38;8,65;THÉOL Gerard;34270;43.574601, 3.831098;SALLE DES GRANGES;76;Occitanie;FXX
34;Hérault;Montpellier;0014;1078;649;60,20;429;39,80;12;1,11;2,80;4;0,37;0,93;413;38,31;96,27;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;123;11,41;29,78;SAUREL Philippe;34172;43.617066, 3.874526;ECOLE ELEMENTAIRE CONDORCET;76;Occitanie;FXX
34;Hérault;Sète;0020;1062;545;51,32;517;48,68;2;0,19;0,39;8;0,75;1,55;507;47,74;98,07;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;86;8,10;16,96;PACULL Sébastien;34301;43.409696, 3.688804;ECOLE LOUIS BLANC;76;Occitanie;FXX
34;Hérault;Frontignan;0015;760;402;52,89;358;47,11;6;0,79;1,68;11;1,45;3,07;341;44,87;95,25;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;147;19,34;43,11;PRATO Gérard;34108;43.428717, 3.727439;15 - Foyer du Garrigou;76;Occitanie;FXX
34;Hérault;Montpellier;0084;1398;879;62,88;519;37,12;13;0,93;2,50;4;0,29;0,77;502;35,91;96,72;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;110;7,87;21,91;ALTRAD Mohed;34172;43.604173, 3.845052;ECOLE ELEMENTAIRE SUN YAT SEN;76;Occitanie;FXX
34;Hérault;Villemagne-l'Argentière;0001;393;62;15,78;331;84,22;4;1,02;1,21;5;1,27;1,51;322;81,93;97,28;7;NC;F;MARTIN;Marie-Josée;;0;0,00;0,00;MARTIN Marie-Josée;34335;43.618847, 3.119314;SALLE POLYVALENTE;76;Occitanie;FXX
34;Hérault;Montpellier;0035;1155;796;68,92;359;31,08;13;1,13;3,62;2;0,17;0,56;344;29,78;95,82;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;135;11,69;39,24;SAUREL Philippe;34172;43.618702, 3.898425;ECOLE ELEMENTAIRE JEAN ZAY;76;Occitanie;FXX
34;Hérault;Pézenas;0008;883;348;39,41;535;60,59;6;0,68;1,12;2;0,23;0,37;527;59,68;98,50;3;LDVD;M;LEROGNON;Bruno;RASSEMBLEMENT POUR PEZENAS;44;4,98;8,35;LEROGNON Bruno;34199;43.461104, 3.419005;CLUB HOUSE J-C CARAYON;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0003;873;404;46,28;469;53,72;7;0,80;1,49;4;0,46;0,85;458;52,46;97,65;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;173;19,82;37,77;RIO François;34270;43.574601, 3.831098;CHATEAU DU TERRAL;76;Occitanie;FXX
34;Hérault;Vailhauquès;0002;1105;398;36,02;707;63,98;11;1,00;1,56;11;1,00;1,56;685;61,99;96,89;2;LNC;M;GREVERIE;Michel;VAILHAUQUES NOTRE VILLAGE;323;29,23;47,15;GREVERIE Michel;34320;43.66931, 3.7182;BUREAU 2;76;Occitanie;FXX
34;Hérault;Grabels;0002;1061;598;56,36;463;43,64;11;1,04;2,38;6;0,57;1,30;446;42,04;96,33;3;LDVC;M;MORVAN;Régis;ENSEMBLE POUR QUE GRABELS AVANCE;48;4,52;10,76;MORVAN Régis;34116;43.647551, 3.801765;BUREAU N°2 - HALL DE LA MAIRIE;76;Occitanie;FXX
34;Hérault;Grabels;0006;796;562;70,60;234;29,40;9;1,13;3,85;5;0,63;2,14;220;27,64;94,02;3;LDVC;M;MORVAN;Régis;ENSEMBLE POUR QUE GRABELS AVANCE;34;4,27;15,45;MORVAN Régis;34116;43.648404, 3.833243;BUREAU N°6 - SALLE DE MOTRICITÉ;76;Occitanie;FXX
34;Hérault;La Vacquerie-et-Saint-Martin-de-Castries;0001;210;61;29,05;149;70,95;4;1,90;2,68;7;3,33;4,70;138;65,71;92,62;23;NC;M;PETIT;Mickaël;;0;0,00;0,00;PETIT Mickaël;34317;43.789488, 3.459752;MAIRIE;76;Occitanie;FXX
34;Hérault;Bédarieux;0005;741;319;43,05;422;56,95;4;0,54;0,95;2;0,27;0,47;416;56,14;98,58;2;LECO;F;CAUSSE;Florence;BED@IMPULSION;30;4,05;7,21;CAUSSE Florence;34028;43.605292, 3.148507;Ecoparc Phoros;76;Occitanie;FXX
34;Hérault;Montpellier;0014;1078;649;60,20;429;39,80;12;1,11;2,80;4;0,37;0,93;413;38,31;96,27;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;80;7,42;19,37;ALTRAD Mohed;34172;43.617066, 3.874526;ECOLE ELEMENTAIRE CONDORCET;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;2;NC;M;POZO;José;;241;35,18;49,59;POZO José;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Frontignan;0002;917;468;51,04;449;48,96;4;0,44;0,89;4;0,44;0,89;441;48,09;98,22;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;144;15,70;32,65;PRATO Gérard;34108;43.445491, 3.760962;02 - SALLE de l'AIRE;76;Occitanie;FXX
34;Hérault;Montpellier;0082;1317;895;67,96;422;32,04;11;0,84;2,61;4;0,30;0,95;407;30,90;96,45;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;155;11,77;38,08;SAUREL Philippe;34172;43.610476, 3.87048;ECOLE ELEM.VICTOR SCHOELCHER;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;29;NC;F;GUIGOU;Lea;;0;0,00;0,00;GUIGOU Lea;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Frontignan;0016;1072;622;58,02;450;41,98;6;0,56;1,33;1;0,09;0,22;443;41,32;98,44;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;218;20,34;49,21;PRATO Gérard;34108;43.42843, 3.735075;16 - Collège Simone-de-Beauvoir;76;Occitanie;FXX
34;Hérault;Montpellier;0044;1110;721;64,95;389;35,05;9;0,81;2,31;5;0,45;1,29;375;33,78;96,40;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;141;12,70;37,60;SAUREL Philippe;34172;43.597649, 3.891841;ECOLE ELEMENT.CHARLES DICKENS;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;25;NC;M;ALATI;Joseph Robert;;132;42,44;50,19;ALATI Joseph Robert;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Montpellier;0102;1084;807;74,45;277;25,55;6;0,55;2,17;3;0,28;1,08;268;24,72;96,75;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;143;13,19;53,36;DELAFOSSE Michaël;34172;43.616449, 3.862198;ECOLE ELEMENT.BERTHE MORISOT;76;Occitanie;FXX
34;Hérault;Saint-Mathieu-de-Tréviers;0001;847;307;36,25;540;63,75;4;0,47;0,74;7;0,83;1,30;529;62,46;97,96;2;LSOC;M;LOPEZ;Jérôme;SAINT MATHIEU DE TREVIERS, NATURELLEMENT !;344;40,61;65,03;LOPEZ Jérôme;34276;43.765629, 3.858717;MAIRIE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;17;NC;M;SAVIN;Denis;;214;31,24;44,03;SAVIN Denis;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Agde;0003;1076;580;53,90;496;46,10;11;1,02;2,22;5;0,46;1,01;480;44,61;96,77;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;234;21,75;48,75;D'ETTORE Gilles;34003;43.308398, 3.469426;ECOLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Bédarieux;0004;1158;381;32,90;777;67,10;11;0,95;1,42;10;0,86;1,29;756;65,28;97,30;2;LECO;F;CAUSSE;Florence;BED@IMPULSION;52;4,49;6,88;CAUSSE Florence;34028;43.613826, 3.158338;Ecole Fbg TROUSSEAU;76;Occitanie;FXX
34;Hérault;Lacoste;0001;243;65;26,75;178;73,25;2;0,82;1,12;2;0,82;1,12;174;71,60;97,75;12;NC;F;GIRAULT;Sylvie;;0;0,00;0,00;GIRAULT Sylvie;34124;45.054024, 1.149164;MAIRIE;76;Occitanie;FXX
34;Hérault;Mauguio;0007;1072;598;55,78;474;44,22;1;0,09;0,21;3;0,28;0,63;470;43,84;99,16;4;LLR;M;CHAZOT;Pierre-Martin;Mauguio-Carnon c'est Vous;47;4,38;10,00;CHAZOT Pierre-Martin;34154;43.620173, 4.006204;MORASTEL -B-;76;Occitanie;FXX
34;Hérault;Montpellier;0064;962;721;74,95;241;25,05;6;0,62;2,49;4;0,42;1,66;231;24,01;95,85;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;92;9,56;39,83;DELAFOSSE Michaël;34172;43.617668, 3.838911;ECOLE MATERNELLE GENEVIEVE BON;76;Occitanie;FXX
34;Hérault;Montpellier;0070;786;485;61,70;301;38,30;2;0,25;0,66;2;0,25;0,66;297;37,79;98,67;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;160;20,36;53,87;DELAFOSSE Michaël;34172;43.610934, 3.854371;ECOLE ELEMENT. PAUL LANGEVIN;76;Occitanie;FXX
34;Hérault;Montpellier;0073;817;506;61,93;311;38,07;8;0,98;2,57;4;0,49;1,29;299;36,60;96,14;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;156;19,09;52,17;DELAFOSSE Michaël;34172;43.605879, 3.862286;ECOLE MATERNELLE DU DR ROUX;76;Occitanie;FXX
34;Hérault;Pérols;0007;1034;548;53,00;486;47,00;7;0,68;1,44;3;0,29;0,62;476;46,03;97,94;1;LDVD;F;PROST;Cathy;Pérols Démocratie Citoyenne;104;10,06;21,85;PROST Cathy;34198;43.567338, 3.952259;SALLE ANNEXE MAIRIE (7);76;Occitanie;FXX
34;Hérault;Montpellier;0015;1367;857;62,69;510;37,31;18;1,32;3,53;8;0,59;1,57;484;35,41;94,90;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;122;8,92;25,21;SAUREL Philippe;34172;43.626515, 3.863863;ECOLE ELEMENT.EUGENE POTTIER;76;Occitanie;FXX
34;Hérault;Sète;0009;1084;593;54,70;491;45,30;3;0,28;0,61;9;0,83;1,83;479;44,19;97,56;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;51;4,70;10,65;PACULL Sébastien;34301;43.396208, 3.669161;ECOLE LANGEVIN II (Maternelle);76;Occitanie;FXX
34;Hérault;Riols;0001;696;176;25,29;520;74,71;1;0,14;0,19;0;0,00;0,00;519;74,57;99,81;30;NC;M;FABRE;Sylvain;;271;38,94;52,22;FABRE Sylvain;34229;43.506401, 2.795077;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0124;689;504;73,15;185;26,85;7;1,02;3,78;2;0,29;1,08;176;25,54;95,14;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;46;6,68;26,14;SAUREL Philippe;34172;43.641991, 3.856878;ECOLE MAT. AGRIPPA D AUBIGNE;76;Occitanie;FXX
34;Hérault;Frontignan;0019;940;504;53,62;436;46,38;7;0,74;1,61;8;0,85;1,83;421;44,79;96,56;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;243;25,85;57,72;ARROUY Michel;34108;43.427625, 3.727012;19 - Salle Bouvier-Donnat;76;Occitanie;FXX
34;Hérault;Saint-Nazaire-de-Ladarez;0001;288;41;14,24;247;85,76;4;1,39;1,62;3;1,04;1,21;240;83,33;97,17;11;NC;M;HUGOT-CONTE;Vincent;;143;49,65;59,58;HUGOT-CONTE Vincent;34279;43.510442, 3.075605;Mairie;76;Occitanie;FXX
34;Hérault;Agde;0006;1059;567;53,54;492;46,46;8;0,76;1,63;9;0,85;1,83;475;44,85;96,54;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;208;19,64;43,79;NADAL Thierry;34003;43.312933, 3.469037;MAISON DU COEUR DE VILLE;76;Occitanie;FXX
34;Hérault;Saint-Nazaire-de-Ladarez;0001;288;41;14,24;247;85,76;4;1,39;1,62;3;1,04;1,21;240;83,33;97,17;13;NC;F;LERMET;Sylvie;;0;0,00;0,00;LERMET Sylvie;34279;43.510442, 3.075605;Mairie;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;28;NC;F;COMPAN;Christine;;228;33,28;46,91;COMPAN Christine;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Agde;0007;1009;601;59,56;408;40,44;1;0,10;0,25;5;0,50;1,23;402;39,84;98,53;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;94;9,32;23,38;NADAL Thierry;34003;43.296746, 3.52181;PALAIS DES CONGRES CAP D'AGDE MÉDITERRANÉE 1;76;Occitanie;FXX
34;Hérault;Mèze;0004;1152;437;37,93;715;62,07;4;0,35;0,56;8;0,69;1,12;703;61,02;98,32;3;LDIV;M;FRICOU;Henry;ENSEMBLE VERS 2026;290;25,17;41,25;FRICOU Henry;34157;43.440965, 3.590329;CAMPOTEL DU SESQUIER;76;Occitanie;FXX
34;Hérault;Sète;0004;899;404;44,94;495;55,06;5;0,56;1,01;11;1,22;2,22;479;53,28;96,77;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;60;6,67;12,53;PACULL Sébastien;34301;43.407114, 3.686958;RESTAURANT SCOLAIRE PAUL BERT I;76;Occitanie;FXX
34;Hérault;Vailhauquès;0001;974;363;37,27;611;62,73;16;1,64;2,62;5;0,51;0,82;590;60,57;96,56;2;LNC;M;GREVERIE;Michel;VAILHAUQUES NOTRE VILLAGE;254;26,08;43,05;GREVERIE Michel;34320;43.66931, 3.7182;BUREAU 1;76;Occitanie;FXX
34;Hérault;Montpellier;0070;786;485;61,70;301;38,30;2;0,25;0,66;2;0,25;0,66;297;37,79;98,67;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;93;11,83;31,31;SAUREL Philippe;34172;43.610934, 3.854371;ECOLE ELEMENT. PAUL LANGEVIN;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;27;NC;F;DUMASDELAGE;Ingrid;;0;0,00;0,00;DUMASDELAGE Ingrid;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0001;936;449;47,97;487;52,03;7;0,75;1,44;6;0,64;1,23;474;50,64;97,33;1;LDVD;M;CHAVEROCHE;Eric;UNE NOUVELLE ENERGIE POUR SAINT JEAN;14;1,50;2,95;CHAVEROCHE Eric;34270;43.574601, 3.831098;SALLE DES GRANGES;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0009;879;470;53,47;409;46,53;3;0,34;0,73;4;0,46;0,98;402;45,73;98,29;3;LRN;M;THÉOL;Gerard;POUR SAINT-JEAN-DE-VÉDAS ET TOUS LES VÉDASIENS;34;3,87;8,46;THÉOL Gerard;34270;43.574601, 3.831098;CHATEAU DU TERRAL;76;Occitanie;FXX
34;Hérault;Montpellier;0081;1037;740;71,36;297;28,64;8;0,77;2,69;4;0,39;1,35;285;27,48;95,96;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;162;15,62;56,84;SAUREL Philippe;34172;43.600649, 3.845614;ECOLE MATERN.LILY BOULANGER;76;Occitanie;FXX
34;Hérault;Frontignan;0004;1279;678;53,01;601;46,99;8;0,63;1,33;6;0,47;1,00;587;45,90;97,67;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;335;26,19;57,07;ARROUY Michel;34108;43.445491, 3.760962;04 - SALLE de L'AIRE;76;Occitanie;FXX
34;Hérault;La Livinière;0001;418;173;41,39;245;58,61;4;0,96;1,63;8;1,91;3,27;233;55,74;95,10;28;NC;M;DUMONT;Maxime;;0;0,00;0,00;DUMONT Maxime;34141;43.315295, 2.637422;MAIRIE DE LA LIVINIERE;76;Occitanie;FXX
34;Hérault;Azillanet;0001;342;107;31,29;235;68,71;3;0,88;1,28;3;0,88;1,28;229;66,96;97,45;10;NC;F;DAYTEG;Agneta;;0;0,00;0,00;DAYTEG Agneta;34020;43.322713, 2.737235;MAIRIE;76;Occitanie;FXX
34;Hérault;Poussan;0004;1152;547;47,48;605;52,52;4;0,35;0,66;6;0,52;0,99;595;51,65;98,35;3;LDVG;F;SANCHEZ;Florence;POUSSAN UN NOUVEL ART DE VIVRE;288;25,00;48,40;SANCHEZ Florence;34213;43.48111, 3.676888;FOYER DES CAMPAGNES;76;Occitanie;FXX
34;Hérault;Sète;0017;1096;499;45,53;597;54,47;6;0,55;1,01;9;0,82;1,51;582;53,10;97,49;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;77;7,03;13,23;PACULL Sébastien;34301;43.407114, 3.686958;ECOLE RENAISSANCE;76;Occitanie;FXX
34;Hérault;Villemagne-l'Argentière;0001;393;62;15,78;331;84,22;4;1,02;1,21;5;1,27;1,51;322;81,93;97,28;11;NC;F;MONTELS;Céline;;0;0,00;0,00;MONTELS Céline;34335;43.618847, 3.119314;SALLE POLYVALENTE;76;Occitanie;FXX
34;Hérault;Sète;0024;1217;549;45,11;668;54,89;13;1,07;1,95;16;1,31;2,40;639;52,51;95,66;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;316;25,97;49,45;CALUEBA Véronique;34301;43.412904, 3.659617;ECOLE ANATOLE FRANCE;76;Occitanie;FXX
34;Hérault;Vélieux;0001;80;13;16,25;67;83,75;0;0,00;0,00;0;0,00;0,00;67;83,75;100,00;16;NC;F;SALVAIN;Martine;;0;0,00;0,00;SALVAIN Martine;34326;43.385478, 2.735016;MAIRIE;76;Occitanie;FXX
34;Hérault;Mèze;0003;1028;391;38,04;637;61,96;6;0,58;0,94;10;0,97;1,57;621;60,41;97,49;2;LDVC;M;BAËZA;Thierry;AGIR POUR MEZE AUTOUR DE THIERRY BAËZA;261;25,39;42,03;BAËZA Thierry;34157;43.427345, 3.601936;SALLE GEORGETTE DEPAULE;76;Occitanie;FXX
34;Hérault;Agde;0003;1076;580;53,90;496;46,10;11;1,02;2,22;5;0,46;1,01;480;44,61;96,77;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;57;5,30;11,88;COUSIN Jean Louis;34003;43.308398, 3.469426;ECOLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0006;873;459;52,58;414;47,42;2;0,23;0,48;8;0,92;1,93;404;46,28;97,58;3;LDVC;M;LAFFORGUE;Frédéric;POUR REUNIR POUR REUSSIR FREDERIC LAFFORGUE;176;20,16;43,56;LAFFORGUE Frédéric;34057;43.636163, 3.916779;ECOLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Lunel;0003;1107;638;57,63;469;42,37;5;0,45;1,07;3;0,27;0,64;461;41,64;98,29;2;LDVD;M;ARNAUD;Claude;BIEN VIVRE À LUNEL;168;15,18;36,44;ARNAUD Claude;34145;43.676045, 4.129694;CENTRE DE LOISIRS LE LAVOIR;76;Occitanie;FXX
34;Hérault;Montpellier;0071;1037;567;54,68;470;45,32;17;1,64;3,62;7;0,68;1,49;446;43,01;94,89;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;52;5,01;11,66;ALTRAD Mohed;34172;43.610476, 3.87048;ECOLE ELEMENTAIRE JEANNE D'ARC;76;Occitanie;FXX
34;Hérault;Saint-Mathieu-de-Tréviers;0001;847;307;36,25;540;63,75;4;0,47;0,74;7;0,83;1,30;529;62,46;97,96;3;LDIV;M;TROCELLIER;Lionel;Nouveaux Défis Saint Mathieu de Tréviers;185;21,84;34,97;TROCELLIER Lionel;34276;43.765629, 3.858717;MAIRIE;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Maguelone;0006;940;392;41,70;548;58,30;11;1,17;2,01;9;0,96;1,64;528;56,17;96,35;1;LDVG;F;NEGRET;Véronique;CHOISIR ET AGIR ENSEMBLE POUR VILLENEUVE;272;28,94;51,52;NEGRET Véronique;34337;43.527938, 3.861519;BERENGER DE FREDOL 6;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Maguelone;0007;934;344;36,83;590;63,17;12;1,28;2,03;6;0,64;1,02;572;61,24;96,95;1;LDVG;F;NEGRET;Véronique;CHOISIR ET AGIR ENSEMBLE POUR VILLENEUVE;261;27,94;45,63;NEGRET Véronique;34337;43.527938, 3.861519;BERENGER DE FREDOL 7;76;Occitanie;FXX
34;Hérault;Bédarieux;0002;644;267;41,46;377;58,54;5;0,78;1,33;1;0,16;0,27;371;57,61;98,41;3;LDIV;M;BENAZECH;Jacques;UNIS POUR BEDARIEUX;51;7,92;13,75;BENAZECH Jacques;34028;43.615413, 3.158037;Salle Achille BEX;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;39;NC;M;LEGROS;Jean-Philippe;;0;0,00;0,00;LEGROS Jean-Philippe;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Mauguio;0003;1276;742;58,15;534;41,85;4;0,31;0,75;10;0,78;1,87;520;40,75;97,38;4;LLR;M;CHAZOT;Pierre-Martin;Mauguio-Carnon c'est Vous;50;3,92;9,62;CHAZOT Pierre-Martin;34154;43.61615, 4.004074;ALBERT CAMUS - B;76;Occitanie;FXX
34;Hérault;Montpellier;0126;926;691;74,62;235;25,38;8;0,86;3,40;3;0,32;1,28;224;24,19;95,32;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;34;3,67;15,18;ALTRAD Mohed;34172;43.581118, 3.876875;MAISON DE QUARTIER CAILLENS;76;Occitanie;FXX
34;Hérault;Pérols;0001;969;506;52,22;463;47,78;7;0,72;1,51;8;0,83;1,73;448;46,23;96,76;1;LDVD;F;PROST;Cathy;Pérols Démocratie Citoyenne;90;9,29;20,09;PROST Cathy;34198;43.563846, 3.953727;SALLE YVES ABRIC (1);76;Occitanie;FXX
34;Hérault;Montpellier;0042;897;585;65,22;312;34,78;7;0,78;2,24;3;0,33;0,96;302;33,67;96,79;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;44;4,91;14,57;ALTRAD Mohed;34172;43.603823, 3.881472;ECOLE ELEMENTAIRE VICTOR HUGO;76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;17;NC;M;CATRIX;Sébastien;;5;0,94;1,86;CATRIX Sébastien;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Poussan;0002;1168;562;48,12;606;51,88;6;0,51;0,99;8;0,68;1,32;592;50,68;97,69;3;LDVG;F;SANCHEZ;Florence;POUSSAN UN NOUVEL ART DE VIVRE;274;23,46;46,28;SANCHEZ Florence;34213;43.48111, 3.676888;JARDIN PUBLIC;76;Occitanie;FXX
34;Hérault;Montpellier;0097;1027;605;58,91;422;41,09;14;1,36;3,32;5;0,49;1,18;403;39,24;95,50;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;71;6,91;17,62;ALTRAD Mohed;34172;43.610159, 3.868581;ECOLE ELEMENT.AUGUSTE COMTE;76;Occitanie;FXX
34;Hérault;Montpellier;0129;651;431;66,21;220;33,79;4;0,61;1,82;1;0,15;0,45;215;33,03;97,73;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;95;14,59;44,19;DELAFOSSE Michaël;34172;43.6341, 3.82802;ECOLE ELEMENTAIRE RABELAIS;76;Occitanie;FXX
